id;electricity_2020;electricity_2025;electricity_2030;electricity_2035;electricity_2040;electricity_2045;electricity_2050
489;177,246;166,4;126,73;96,08;103,29;102,82;112,17
490;167,202;157,28;118,41;95,54;102,05;102,97;107,67
491;150,226;143,17;113,31;96,49;101,84;102,75;107,89
492;158,066;149,02;118,15;95,54;101,87;102,14;103,79
493;174,526;162,59;118,15;95,44;101,21;101,87;102,91
494;176,502;165,78;120,88;96,49;102,45;102,75;112,17
495;201,418;188,25;133,05;98,15;103,29;104,65;122,41
496;211,534;199,69;147,42;99,02;105,11;104,79;140,47
497;208,638;195,62;139,97;99,96;104,97;104,65;130,53
498;187,678;175,53;133,05;98,28;102,76;102,14;114,79
499;167,978;157,28;118,15;96,43;102,07;101,53;103,79
500;146,934;139,44;118,15;95,22;100,08;100,15;101,97
501;128,886;124,4;103,53;95,22;99,9;99,96;101,97
502;118,39;115,64;94,02;93,75;99,72;99,73;101,89
503;113,228;111,17;93,42;93,41;99,29;99,41;100,88
504;111,582;109,98;93,65;93,54;98,5;98,19;101,97
505;110,744;108,84;90,76;93,24;99,07;97,64;99,32
506;110,856;108,84;89,18;93,07;95,16;96,31;98,76
507;110,884;108,52;88,46;91,85;74,01;94,39;96,7
508;111,53;108,52;89,18;91,85;73,75;73,55;93,47
509;112,826;109,6;89,11;91,85;73,75;73,55;93,47
510;120,126;115,58;89,86;92,63;73,75;73,55;92,85
511;124,128;115,58;89,7;91,36;0;0;72,84
512;138,492;115,41;87,93;68,98;0;0;0
513;131,976;109,98;85,53;0;0;0;0
514;121,116;100,93;63,67;0;0;0;0
515;108,06;90,05;63,67;0;0;0;0
516;109,116;90,93;59,62;0;0;0;0
517;109,116;90,93;57,42;0;0;0;0
518;112,212;93,51;62,56;0;0;0;0
519;115,2;96;61,82;0;0;0;0
520;116,856;97,38;63,67;0;0;0;0
521;118,86;99,05;63,67;0;0;0;0
522;121,116;100,93;63,67;0;0;0;0
523;121,116;100,93;63,67;0;0;0;0
524;121,116;100,93;62,56;0;0;0;0
525;115,2;96;61,32;0;0;0;0
526;106,236;88,53;62,73;0;0;0;0
527;97,944;81,62;51,56;0;0;0;0
528;104,952;87,46;52,66;0;0;0;0
529;104,952;87,46;59,67;0;0;0;0
530;102,24;85,2;56,85;0;0;0;0
531;102,996;85,83;63,67;0;0;0;0
532;106,212;88,51;63,67;0;0;0;0
533;117,324;97,77;63,67;0;0;0;0
534;122,316;101,93;54,13;0;0;0;0
535;117,324;97,77;63,67;0;0;0;0
536;106,32;88,6;63,67;0;0;0;0
537;115,812;96,51;63,67;0;0;0;0
538;117,996;98,33;82,16;0;0;0;0
539;117,324;97,77;82,16;0;0;0;0
540;106,198;97,81;83,06;0;0;0;55,87
541;95,482;88,77;63,67;0;0;54,56;55,21
542;90,638;87,67;63,67;0;0;0;72,83
543;88,662;85,83;82,16;0;0;69,24;71,67
544;106,226;100,66;84,67;0;0;68,78;72,83
545;112,754;106,1;85,54;0;46,39;71,44;72,83
546;114,71;107,73;85,94;22,09;51,29;73,55;72,83
547;111,89;105,38;85,73;40,39;67,17;73,55;72,83
548;105,536;100,66;85,95;38,66;68,65;73,55;76,28
549;99,302;98,33;86,26;68,98;73,75;73,55;93,47
550;98,678;97,81;86,26;68,98;70,13;73,55;93,47
551;100,142;99,03;86,1;68,98;73,75;94,39;93,47
552;101,174;99,89;88,09;68,99;73,75;94,39;93,47
553;99,886;99,01;88,74;68,99;73,75;94,39;94,63
554;99,624;99,01;88,24;68,99;93,14;94,49;95,94
555;101,62;100,89;88,48;87,95;94,69;95,63;97,24
556;102,732;101,91;89,01;88,72;94,69;97,4;97,8
557;109,312;107,43;89,12;91,57;95,87;96,76;98,02
558;118,836;115,4;92,1;91,57;96,61;97,62;98,22
559;121,334;117,58;92,32;92,1;97,71;98,76;98,81
560;122,592;118,62;93,67;93,22;98,07;98,19;98,76
561;120,89;117,21;92,48;93,94;99,27;97,75;98,81
562;119,564;116,19;93,67;94,53;99,07;97,93;99,32
563;118,548;115,25;94,18;94,39;98,57;98,19;98,76
564;117,644;114,44;93,97;94,56;98,5;97,75;98,42
565;119,63;116,19;94,18;94,39;99,07;97,93;98,99
566;122,48;118,62;94,38;94,56;99,3;98,76;99,32
567;127,742;122,98;96,04;95,55;99,7;99,08;99,17
568;147,16;139,39;112,62;99,97;101,18;100,01;100,54
569;154,22;145,15;114,18;101,43;101,21;99,78;99,8
570;140,168;133,46;106,9;98,31;100,95;99,73;99,92
571;122,236;118,62;96,02;95,39;100,33;99,41;100,54
572;118,356;115,25;94,02;95,55;100,05;99,38;99,72
573;118,398;115,25;93,2;94,63;99,91;98,97;99,51
574;114,016;111,52;91,01;94,02;98,57;98,19;99,04
575;112,496;109,83;89,85;93,19;97,71;96,3;96,5
576;105,976;104,39;89,84;93,55;95,94;96,3;96,46
577;101,682;100,87;90,61;93,81;95,94;95,56;96,81
578;101,706;100,87;89,84;93,59;96,62;96,3;96,69
579;102,678;101,77;90,61;93,82;97,72;97,62;97,23
580;101,178;100,52;89,84;93,94;97,75;97,62;97,23
581;100,972;100,52;92,12;95,56;99,55;99,08;98,26
582;102,47;101,89;103,57;97,09;100,62;99,96;98,99
583;105,506;104,39;103,57;96,59;100,28;99,73;98,81
584;108,94;107,22;92,49;95,39;99,3;99,22;98,62
585;105,516;104,39;91,47;96,09;99,4;99,22;98,76
586;105,47;104,39;92,13;97,47;99,55;99,23;98,99
587;107,426;106,05;92,41;97,47;99,68;98,97;99,17
588;107,462;106,05;92,41;98,02;99,68;98,98;98,99
589;109,154;107,43;92,41;98,02;99,71;99,41;98,81
590;109,298;107,58;92,41;98,3;99,71;99,35;98,99
591;111,716;109,75;94,19;98,3;99,68;100,01;99,92
592;113,076;111,02;96,84;99,84;100,95;100,63;100,74
593;115,062;112,88;97,94;101,64;101,14;101,53;101,97
594;112,83;111,02;97,3;103,17;101,2;101,87;101,97
595;110,946;109,75;97,3;101,99;102,63;102,88;103,77
596;110,676;109,75;96,84;102,2;103,08;102,97;105,12
597;107,082;109,2;95,62;105,35;104,27;106,58;119,79
598;107,184;109,2;95,62;105,74;105,13;108,72;119,28
599;105,138;107,58;94,64;108,09;105,92;111,18;119,79
600;103,528;107,5;94,37;109,31;107,39;115,12;127,36
601;102,858;107,15;94,39;110,03;108,34;116,79;128,61
602;102,752;107,36;94,39;111,94;109,08;116,95;130,4
603;101,466;109,12;95,31;111,94;108,02;116,79;147,39
604;103,834;109,12;95,29;110,03;106,93;114,75;135,55
605;100,458;109,29;97,73;112,22;109,2;121,99;153,45
606;100,322;109,29;96,95;112,64;110,53;119,14;154,13
607;100,802;109,67;97,42;125,34;112,68;124,78;154,01
608;101,444;110,5;97,66;135,39;131,82;131,81;155,78
609;102,704;111,55;104,33;140,61;119,28;137,97;155,78
610;104,214;112,42;114,2;144,8;120,46;131,81;153,45
611;104,432;112,99;114,2;138,51;131,82;151,7;155,78
612;104,024;112,65;114,08;148,74;128,29;141,58;155,78
613;105,32;113,73;108,1;143,58;134,65;145,14;155,78
614;106,988;115,12;114,2;148,74;141,28;156,41;155,78
615;109,334;117,15;114,84;148,74;151,52;157,31;156,23
616;108,512;117,69;118,24;148,74;154,6;159,98;163,58
617;114,144;122,42;121,94;151,66;157,21;161,92;163,8
618;114,756;122,93;119,54;151,89;156,15;161,92;163,8
619;111,128;119,87;118,59;148,74;157,16;161,63;163,58
620;111,152;120,95;113,46;139,5;152,94;161,63;169,94
621;109,784;119,81;110,03;140,61;157,83;161,69;169,94
622;109,556;119,62;110,79;139,62;157,83;164,93;169,94
623;109,298;119,62;110,79;143,58;156,95;164,15;171,23
624;109,43;119,73;109,27;144,8;159,42;170,15;171,23
625;109,522;119,73;108,16;148,74;157,99;165,18;170,77
626;109,552;119,73;110,8;141,41;157,17;167,55;170,62
627;109,43;119,73;109,27;146,01;157,83;171,3;171,23
628;109,058;119,73;108,16;146,72;157,99;167,55;173,09
629;134,378;140,52;110,4;144,8;157,17;163,9;171,23
630;175,886;175,11;110,8;144,22;171,96;171,61;171,23
631;195,846;192,08;109,27;146,01;159,62;167,55;173,25
632;196,25;192,08;117,07;144,8;162,16;164,15;171,23
633;168,016;168,83;118,25;148,74;158,14;166,99;172,9
634;142,358;147,48;118,25;135,2;157,83;171,61;173,09
635;132,95;139,33;118,25;146,01;157,83;163,69;171,23
636;139,754;145;118,25;140,27;157,83;166,99;171,23
637;163,916;164,92;118,25;138,21;157,83;163,69;169,94
638;195,888;192,08;118,25;137,74;157,83;161,92;173,04
639;195,492;192,08;126,06;144,8;172,18;171,61;175,02
640;573,368;506,9;138,89;151,9;172,18;171,65;174,56
641;3565,088;3000;143,13;151,9;173,48;172,91;174,56
642;474,132;423,95;141,73;145,34;160,51;166,41;173,04
643;192,684;189,74;136,83;134,69;157,83;166,45;175,02
644;177,134;176,15;136,83;136,37;157,83;161,92;171,23
645;135,854;141,75;136,83;134,04;157,17;161,92;171,23
646;134,378;140,52;134,6;134,04;148,55;157,96;171,23
647;130,268;136,88;135,73;125,9;151,28;157,31;169,94
648;130,148;136,78;136,07;125,91;146,75;157,31;169,94
649;127,256;134,37;138,9;122,26;134,66;156,65;169,94
650;127,928;134,97;138,9;116,05;134,66;157,31;170,18
651;129,58;136,78;135,74;113,79;134,66;155,64;172,78
652;130,148;136,78;136,07;116,61;134,66;154,61;169,94
653;134,804;140,42;135,89;115,3;135,74;156,65;168,5
654;172,436;172,02;143,45;111,96;132,89;154,61;169,94
655;197,088;191,95;140,99;115,3;131,82;154,53;166,26
656;178,466;176,02;145,19;116,61;124,4;147,71;163,79
657;140,968;144,74;144,35;115,62;120,47;141,58;163,6
658;141,01;144,6;144,48;119,43;123,66;137,97;162,55
659;134,456;139,31;140,21;118,31;123,47;131,88;163,58
660;134,414;139,31;143,69;116,61;120,47;127,87;163,79
661;134,456;139,31;142,98;115,77;119,79;138,75;163,58
662;174,762;173,13;144,35;119,96;117,82;134,87;164,97
663;197,754;191,95;149,3;116,61;118,21;134,34;162,93
664;230,792;219,59;153,32;118,31;120,74;136,25;163,58
665;229,268;218,48;161,03;122,26;124,4;136,85;164,54
666;204,26;197,87;152,53;116,05;121,6;138,75;165,92
667;181,04;178,13;147,45;118,31;123,93;134,34;163,58
668;178,508;176,02;140,99;119,96;122,73;131,76;163,58
669;134,642;139,31;139,82;119,96;114,33;131,23;162,65
670;132,532;136,78;128,87;113,79;112,52;123,07;158,02
671;120,632;127,25;119,58;116,61;109,21;120,07;160,34
672;120,524;127,16;120,41;111,82;109,14;118,53;160,34
673;120,896;126,71;120,41;111,82;106,94;124,56;155,78
674;119,79;124,29;127,68;108,98;106,61;113,26;146,79
675;117,992;124,29;120,41;108,98;106,55;111,8;155,78
676;121,328;127,07;120,41;108,44;105,94;108,72;155,78
677;126,74;131,19;120,41;108,71;105,16;106,35;153,44
678;154,064;153,96;120,24;120,35;103,92;105,06;153,44
679;186,46;175,9;120,41;111,82;103,23;103,6;123,1
680;148,208;140,32;118,29;108,71;100,58;100,14;100,88
681;133,196;127,54;110,82;104,44;100,35;100,01;99,26
682;132,728;127,16;110,82;103,18;100,3;99,41;99,32
683;133,396;127,67;109,29;102,12;100,63;99,96;99,04
684;132,218;126,71;108,13;103,65;100,63;99,59;99,17
685;132,784;127,16;106,52;103,89;100,3;99,38;99,04
686;147,314;139,29;112,08;103,7;100,11;100,01;99,17
687;156,928;147,28;118,29;108,44;100,11;99,41;99,04
688;184,662;170,47;118,29;108,71;100,35;99,59;99,51
689;191,1;175,9;116,31;108,71;100,89;100,56;99,9
690;153,8;144,82;113,55;108,71;100,97;100,69;99,92
691;144,05;136,68;109,29;104,99;100,63;100,64;99,83
692;137,62;131,19;109,29;103,89;100,48;100,01;99,04
693;129,396;124,29;103,74;102;99,72;100,48;98,76
694;123,604;119,44;106,52;99,85;99,56;99,21;98,62
695;120,256;116,55;95,4;98,18;99,72;99,73;98,02
696;119,326;115,78;97,41;99,06;99,69;98,98;98,05
697;119,286;115,78;95,52;98,57;99,72;99,35;98,25
698;119,49;115,78;95,75;98,33;98,52;100,01;97,23
699;119,576;115,78;95,52;97,49;99,42;99,23;96,8
700;118,578;114,93;95,8;98,31;99,55;99,35;96,69
701;124,146;119,57;100,32;99,06;100,12;99,73;96,69
702;159,234;148,81;112,21;102,01;101,87;100,81;96,69
703;157,27;147,17;103,95;99,69;100,91;100,64;96,67
704;134,31;127,52;97,7;97,49;99,42;99,61;93,57
705;124,958;119,71;94,43;95,83;99,32;98,98;93,47
706;124,442;119,28;93,25;95,41;99,09;99,38;93,47
707;124,37;119,22;93,49;94,65;98,73;99,23;93,47
708;124,37;119,22;93,32;94,65;99,09;98,75;93,47
709;124,334;119,19;93,31;94,65;99,09;98,75;93,47
710;129,078;123,16;93,72;94,67;99,09;98,75;93,57
711;143,846;135,45;98,12;97,08;99,55;98,75;93,47
712;148,336;139,27;98,55;97,08;99,09;98,75;93,94
713;157,398;147,06;106,52;97,08;99,93;98,75;95,37
714;142,65;134,78;103,61;98,33;99,55;99,35;95,43
715;133,038;127,07;98,55;97,49;99,55;99,41;97,23
716;129,03;123,73;97,98;98,31;99,29;99,23;97,23
717;123,618;119,22;94,43;95,01;99,55;98,98;97,23
718;118,582;114,91;94,23;94,62;99,09;98,75;96,55
719;114,554;111,59;92,37;94,62;98,26;98,75;96,77
720;114,27;111,43;91,98;94,41;97,74;97,75;97,23
721;114,646;111,48;92,26;94,59;97,21;97,4;95,65
722;114,69;111,48;91,52;94,59;97,74;97,4;95,43
723;113,37;110,38;92,26;94,41;97,78;97,4;95,43
724;113,346;110,38;92,26;94,63;97,96;97,64;95,55
725;117,612;114;94,24;95,42;98,26;98,19;95,94
726;126,286;121,35;95,81;95,83;99,3;99,38;96,67
727;128,678;123,53;95,81;95,45;98,53;99,07;97,79
728;124,18;119,14;94,24;94,59;97,17;95,56;93,94
729;120,146;115,7;90,71;92,12;93,16;92,71;93,47
730;118,958;114,71;90,07;91,61;93,14;92,97;93,47
731;118,958;114,71;89,78;91,77;91,79;92,84;93,47
732;118,958;114,71;89,78;91,72;92,76;92,97;93,47
733;118,958;114,71;90,45;91,72;73,76;92,84;93,47
734;121,106;116,5;89,78;91,61;83,92;92,84;93,47
735;127,07;121,47;90,71;92,12;73,76;92,84;93,47
736;133,682;126,98;92,26;92,21;89,11;92,97;93,47
737;135,902;128,83;90,84;92,21;94,09;93,04;93,47
738;128,306;122,5;90,83;92,21;83,92;92,71;93,47
739;119,102;114,83;90,07;92,21;73,76;73,55;93,47
740;117,506;113,5;89,25;92,12;73,76;86,17;93,47
741;115,21;111,48;88,79;91,59;73,76;79,37;92,83
742;109,964;106,98;88;91,59;73,76;73,55;92,06
743;102,476;100,74;86,48;91,39;73,76;76,3;92,06
744;98,89;97,18;86,45;69,01;73,76;73,55;88,63
745;89,714;87,29;85,61;69,01;73,76;73,55;75,17
746;87,398;84,97;81,28;0;0;73,55;72,83
747;82,994;81,3;82,23;0;0;0;72,83
748;97,56;81,3;81,28;0;0;0;0
749;97,56;81,3;82,23;0;0;0;0
750;97,56;81,3;80,48;0;0;0;0
751;97,56;81,3;81,24;0;0;0;0
752;97,56;81,3;63,71;0;0;0;0
753;97,128;80,94;0;0;0;0;0
754;95,832;79,86;0;0;0;0;0
755;92,82;77,35;0;0;0;0;0
756;92,82;77,35;0;0;0;0;0
757;92,82;77,35;0;0;0;0;0
758;92,328;76,94;0;0;0;0;0
759;95,832;79,86;0;-1;0;0;0
760;95,832;79,86;0;0;0;0;0
761;97,56;81,3;0;0;0;0;0
762;97,128;80,94;0;0;0;0;0
763;92,712;77,26;0;0;0;0;0
764;92,712;77,26;0;-1;0;0;0
765;92,328;76,94;0;-1;0;0;0
766;91,968;76,64;0;-1;0;0;0
767;87,432;72,86;0;-1;0;0;0
768;83,748;69,79;0;-1;0;0;0
769;79,788;66,49;0;-1;0;0;0
770;79,788;66,49;0;-1;0;0;0
771;65,712;54,76;0;-1;0;0;0
772;0;0;0;-1;0;0;0
773;0;0;0;-1;0;0;0
774;47,916;39,93;0;0;0;0;0
775;79,788;66,49;0;0;0;0;0
776;79,788;66,49;0;0;0;0;0
777;79,788;66,49;0;0;0;0;0
778;79,788;66,49;0;0;0;0;0
779;82,452;68,71;0;0;0;0;0
780;83,868;69,89;0;0;0;0;0
781;83,952;69,96;0;0;0;0;0
782;88,62;73,85;63,71;0;0;0;0
783;91,032;75,86;63,71;0;0;0;0
784;93,36;77,8;63,71;0;0;0;0
785;95,82;79,85;63,71;0;0;0;0
786;97,116;80,93;63,71;0;0;0;0
787;82,55;80,93;63,71;0;0;0;72,83
788;82,946;81,26;73,2;0;0;0;72,83
789;82,946;81,26;70,15;0;0;0;72,83
790;78,818;81,26;79,19;69,01;73,76;73,55;93,47
791;78,818;81,26;79,19;69,01;73,76;73,55;93,47
792;78,116;81,23;81,29;69,01;73,76;94,38;96,8
793;82,606;84,95;80,49;69,01;88,71;94,38;96,67
794;82,466;85,02;82,25;84,88;95,2;94,86;97,79
795;87,726;89,44;84,48;89,01;97,22;97,4;98,01
796;99,94;99,78;86,03;91,4;97,97;96,37;98,98
797;110,888;109,06;86,17;91,43;99,57;98,18;99,92
798;124,688;120,69;86,67;91,73;99,95;99,73;100,7
799;136,244;130,53;86,95;92,67;100,5;99,96;101,96
800;135,882;130,53;88,05;93,1;101,92;101,73;103,77
801;130,144;125,75;88,47;93,28;103,33;102,96;103,78
802;130,516;126,52;89,8;95,27;104,28;103,46;106,54
803;129,58;126,52;91,54;95,84;104,27;106,57;111,22
804;133,746;130,53;92,33;98,23;105,96;110,51;114,45
805;136,302;133,55;94,26;99,07;106,96;110,53;119,79
806;142,338;139,62;95,78;101,03;109,11;113,41;126,03
807;158,948;155,2;102,46;102,02;110,79;115,11;136,46
808;193,942;187,38;113,6;109,05;121,09;129,41;154,57
809;206,744;198,25;117,19;114,48;148,47;142,84;155,78
810;199,342;192,19;119,39;118,34;137,79;154,51;156,43
811;173,18;171,04;117,19;116,84;146,77;156,64;160,34
812;169,232;167,75;125,96;124,75;143,5;156,97;160,34
813;143,826;146,54;119,39;126,69;149,37;157,3;160,11
814;135,476;139,62;131,19;126,19;148,47;159,77;160,34
815;134,948;139,19;133,2;126,69;138,47;157,3;160,4
816;133,316;139,42;128,38;116,98;138,47;156,64;169,94
817;133,606;139,42;133,21;116,98;129,63;157,3;168,49
818;134,232;139,42;122,84;106,42;121,85;156,64;165,36
819;133,744;139,17;123,49;105,46;128,33;157,3;166,3
820;129,924;135,83;119,15;105,54;147,86;157,3;165,36
821;166,458;165,4;143,19;104,9;134,69;138,63;160,11
822;191,596;188,2;151,56;106,29;132,15;156,64;171,22
823;200,056;194,43;152,85;105,78;148,48;145,37;166,3
824;192,38;188,25;151,07;107,98;134,69;138,63;167,6
825;184,6;181,55;148,8;112,24;148,48;156,64;166,3
826;161,204;162,27;147,61;108,74;132,15;141,57;167,6
827;148,212;150,43;147,13;107,98;148,48;155,63;161,52
828;161,308;162,14;147,61;119,99;115,88;134,2;166,3
829;177,69;174,76;149,4;119,99;148,48;131,8;160,11
830;196,662;190,57;155,01;114,61;117,96;141,57;160,11
831;606,116;533,42;220,97;119,99;138,47;157,3;169,94
832;3566,012;3000;318,46;138,25;151,6;157,3;169,94
833;3566,012;3000;279,47;134,12;147,86;157,96;169,94
834;639,952;561,01;181,98;133,55;138,47;146,94;166,3
835;196,662;190,57;148,8;129,71;127,98;137,97;160,11
836;173,502;171,27;147,13;134,17;128,33;127,87;160,11
837;143,776;146,33;139,85;134,17;138,47;141,57;159,1
838;134,994;139,17;135,83;126,69;134,69;130,43;160,05
839;115,336;122,63;133,89;125,94;113,13;127,87;159,1
840;114,91;121,83;131,26;125,94;109,85;127,86;156,43
841;114,334;121,24;131,26;126,69;109,24;137,97;155,77
842;114,128;121,83;118,41;123,02;106,58;127,86;160,34
843;115,282;121,83;130,75;120,6;106,6;112,25;154,57
844;113,254;120,34;134,71;123,02;106,6;112,14;155,77
845;123,814;129,14;128,39;118,4;106,58;107;155,77
846;149,062;146,99;146,77;126,28;104,09;104,9;136,63
847;149,616;147,15;135,84;121,07;102,81;107,58;134,82
848;143,094;139,21;131,26;120;101,92;102,81;119,79
849;129,726;125,4;118,41;113,82;100,81;100,81;103,77
850;127,152;122,72;118,41;108,35;100,99;100,89;100,56
851;127,282;122,72;116,05;107,99;100,81;100,85;99,91
852;127,93;123,26;114,19;105,02;100,81;100,29;99,91
853;128,234;123,48;113,38;103,92;101,27;101,75;99,71
854;131,398;126,15;109,36;104,56;101,24;102,88;99,91
855;141,114;134,35;112,13;108,47;102,24;102,88;100,53
856;159,498;150,21;118,41;113,01;102,51;105,58;103,77
857;163,428;153,17;119,65;115,73;103,26;106,51;101,88
858;151,444;143,5;118,41;115,73;105,03;108,94;103,78
859;131,004;126,15;117,23;115,73;105,03;110,51;101,88
860;124,44;120,68;113,76;110,95;105,03;112,38;101,88
861;121,44;118,37;110,89;109,81;106,71;112,31;103,02
862;120,502;118,37;109,36;108,96;106,71;116,39;107,71
863;120,96;117,99;104,95;110,39;106,82;116,09;103,14
864;121,238;118,2;112,5;111,95;106,83;114,53;103,01
865;121,088;118,2;115,39;113,03;107,16;115,99;103,76
866;121,26;118,2;113,78;113,03;107,39;117,44;102,9
867;121,084;118,2;115,3;116,96;106,97;116,13;103,78
868;121,604;118,33;115,96;118,21;107,39;124,75;101,96
869;124,376;120,94;118,43;115,71;109,23;124,77;103,76
870;154,5;145,9;118,43;123,23;110,94;133,11;102,9
871;155,406;146,93;130,76;120,72;111,25;134,2;104,55
872;155,514;147,13;133,89;125,95;112,27;132,34;105,21
873;146,962;140,71;133,08;125,73;109,67;135,65;109,45
874;144,868;139,01;130,76;125,73;110,71;135,9;109,72
875;133,208;128,95;123,11;126,69;110,94;135,65;107,66
876;133,396;128,95;128,4;130,11;113,68;140,09;106,72
877;142,272;139,01;125,34;132,55;115,89;134,2;122,7
878;158,67;153,43;131,56;134,19;115,51;135,65;127,23
879;174,978;167,02;135,8;135,51;125,24;141,48;127,23
880;177,78;170,3;148,83;136,24;128,34;156,64;132,9
881;182,52;174,25;149,42;148,23;143,2;150,77;132,9
882;174,036;167,18;153,44;148,23;134,7;156,64;132,9
883;157,312;154,56;145,31;147,01;141,2;154,5;140,8
884;136,662;137,1;145,29;139,87;150,77;156,64;139,29
885;132,602;134,22;139,82;144,8;134,7;155,63;142,31
886;126,3;127,4;128,4;134,71;134,7;150,27;132,9
887;130,13;132,16;133,24;129,55;128,34;151,69;142,31
888;130,016;131,97;133,25;129,55;128,19;156,64;141,74
889;129,024;131,97;131,57;138,27;128,35;145,36;146,7
890;124,188;127,63;135,68;134,42;128,35;143,61;144,84
891;123,908;127,63;133,25;134,42;128,35;156,64;146,24
892;122,844;127,63;130,77;134,78;128,35;154,16;151,56
893;129,742;134,08;134,73;148,88;138,49;157,3;155,77
894;172,568;170,53;146,05;156,72;161,88;159,04;160,34
895;191,48;186,29;148,84;159,69;162,52;161,91;160,34
896;185,27;180,76;148,22;156,72;158,05;157,63;158,21
897;193,702;187,38;147,48;148,23;149,14;157,3;155,77
898;160,762;159,93;145,32;148,23;134,71;156,64;155,77
899;144,718;146,56;142,37;144,8;136,52;156,64;155,77
900;143,914;145,69;144,71;143,08;136,52;157,3;154,57
901;161,722;160,73;145,32;147,15;149,96;156,64;155,77
902;152,698;153,21;145,32;150,13;150,77;156,64;155,77
903;178,454;174,7;145,32;150,13;154,6;157,3;155,93
904;192,394;186,29;149,05;151,87;154,6;156,64;155,77
905;178,486;174,7;148,65;151,87;154,6;156,64;155,77
906;177,6;174;145,32;149,76;142,1;157,3;156
907;135,386;138,81;142,57;144,8;149,96;155,72;155,93
908;127,51;132,22;139,95;146,72;148,5;155,63;155,77
909;115,69;122,37;139,62;137,08;148,5;154,16;155,77
910;111,208;118,36;119,67;132,54;134,71;154,49;154,12
911;107,512;115,28;113,81;121,71;124,07;133,97;154,12
912;107,844;113,44;105,12;108,75;113,84;123,02;141,42
913;108,144;112,27;104,17;108,37;109,13;111,84;132,9
914;109,902;110,27;103,77;105,41;109,13;107,86;112,11
915;104,876;109,15;104,17;105,03;107,17;110,51;130,52
916;109,388;109,1;104,46;106,11;107,17;110,52;107,66
917;109,148;109,19;107,74;106,11;106,98;107,86;109,4
918;109,902;110,27;113,68;113,02;109,13;110,52;112,11
919;111,716;111,04;115,45;108,37;107,17;104,64;107,66
920;114,104;112,08;113,68;101,05;105,04;102,03;101,96
921;110,312;108,92;100,15;98,35;103,96;102,88;101,96
922;110,588;109,15;98,25;99,09;103,96;102,13;101,96
923;110,268;108,65;98,25;98,25;103,27;102,13;100,56
924;109,344;108,1;95,83;98,25;102,52;101,73;101,88
925;109,344;108,1;94,35;97,53;102,11;101,69;101,88
926;108,884;107,73;97,56;97,21;102,08;101,55;101,96
927;112,096;110,27;104,46;99,09;103,96;101,73;101,14
928;115,772;113,47;104,17;101,05;105,04;102,88;101,96
929;118,96;115,99;104,17;100,98;105,08;102,96;101,14
930;116,948;114,45;103,69;99,09;105,18;102,96;101,96
931;113,5;111,62;100,26;100,03;103,96;102,88;102,22
932;110,588;109,15;98,38;99,09;103,96;102,96;101,96
933;110,008;108,71;95,87;98,35;105,04;102,13;102,22
934;108,622;108,2;93,79;98,35;104,74;102,96;106,09
935;106,288;105,61;91,58;98,35;104,3;103,91;102,22
936;102,624;102,67;91,59;98,35;103,36;102,13;102,9
937;100,866;101,48;91,59;98,35;103,36;102,96;104,55
938;96,762;98,06;91,59;98,35;103,36;102,96;104,55
939;99,704;100,38;91,59;98,35;103,36;102,96;103,76
940;97,92;98,75;91,59;101,25;103,96;102,96;102,9
941;96,09;97,5;90,81;104,92;107,17;106,57;104,55
